id,title,description,availability,condition,price,link,image_link,brand,product_type,custom_label_0,custom_label_1,custom_label_2
"RSC","Armstrong, SBP No Warranty High Ankle Protective Footwear","Safety Shoes supplied by Xpertone Creative in Dubai and across the UAE. SKU: RSC. Unit: Pair.","in stock","new","47.00 AED","https://www.xpertonecreative.com/products/armstrong-sbp-no-warranty-high-ankle-protective-footwear-6/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/RSC/1789064731814-RSC.png","Xpertone Creative","Safety Shoes > High-Ankle Safety Boots","Safety Shoes","High-Ankle Safety Boots","Pair"
"GQF","Armstrong, SBP No Warranty Low Ankle Protective Footwear","Armstrong Safety Shoes GQF gives complete reinforcement for overall protection to the feet. They are high-quality fashionable safety shoes that are lightweight, comfortable, and durable. They are available in various size options so the wearer can choose the best fit for themselves. They can bear rock, heat and cold, or any harsh temperatures and give the wearer extreme comfort and protection. SKU: GQF. Unit: Pair.","in stock","new","44.00 AED","https://www.xpertonecreative.com/products/armstrong-sbp-no-warranty-low-ankle-protective-footwear/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/GQF/1789064748023-GQF.png","Xpertone Creative","Safety Shoes > Low-Ankle Safety Shoes","Safety Shoes","Low-Ankle Safety Shoes","Pair"
"SOH","Miller, SBP Breathable Leather Low Ankle Protective Footwear","The Miller SOH Safety Shoe is an excellent quality shoe manufacfured from robust materials and has pro ven itseif within the industries mentioned above. It is ideal for Oil, Gas, Engineering, Contruction & Manufacturing. This safety shoe should only be used following a risk assessment and evaluation with other PPE being used. SKU: SOH. Unit: Pair.","in stock","new","63.00 AED","https://www.xpertonecreative.com/products/miller-sbp-breathable-leather-low-ankle-protective-footwear/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/SOH/1789064625060-SOH.png","Xpertone Creative","Safety Shoes > Low-Ankle Safety Shoes","Safety Shoes","Low-Ankle Safety Shoes","Pair"
"VE25","Vaultex, Leather Shoes","Vaultex VE25 comes with breathable genuine leather with a cool comfort technique for extreme comfort. The non-safety toe and non-safety plate give the wearer extreme comfort. It helps the wearer wear it under any condition and safeguard the wearer from any foot injuries. SKU: VE25. Unit: Pair.","in stock","new","96.00 AED","https://www.xpertonecreative.com/products/vaultex-leather-shoes-1/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/VE25/1789064796644-VE25.png","Xpertone Creative","Safety Shoes > Low-Ankle Safety Shoes","Safety Shoes","Low-Ankle Safety Shoes","Pair"
"RBS12","Vaultex, Rain Boot With Steel Toe & Plate, Black Color","The RBS12 Rain boots manufactured by Vaultex are Injection moulded PVC safety boots. It is designed with high-quality PVC material that gives waterproofing properties for efficiently working in Rain. RBS12 Rain Boots are built with Steel Toe, Steel Mid plate & Energy Absorbing heels that provide safety, support & comfort to the wearer. It meets all the required standards for oil resistance to provide excellent grip in slippery conditions. SKU: RBS12. Unit: Pair.","in stock","new","39.00 AED","https://www.xpertonecreative.com/products/vaultex-rain-boot-with-steel-toe-plate-black-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/RBS12/1789064807842-RBS12.png","Xpertone Creative","Safety Shoes > Safety Gumboots & Rain Boots","Safety Shoes","Safety Gumboots & Rain Boots","Pair"
"RBT","Vaultex, Rain Boot With Steel Toe, Black Color","The RBT boots manufactured from Vaultex are Rain Boot with steel toe. These shoes are made with high-quality PVC by directly injecting in a fully automatic, PVC moulding machine. It is designed with a steel toe & energy absorbing heels for protection, comfort and durability. The oil-resistant feature will provide safety & prevent accidents on slippery surfaces SKU: RBT. Unit: Pair.","in stock","new","35.00 AED","https://www.xpertonecreative.com/products/vaultex-rain-boot-with-steel-toe-black-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/RBT/1789064819547-RBT.png","Xpertone Creative","Safety Shoes > Safety Gumboots & Rain Boots","Safety Shoes","Safety Gumboots & Rain Boots","Pair"
"JGP","Vaultex, Rain Boot Without Toe & Plate, White Color","The PVC High-Quality Protective Gumboots JGP help the wearer stand their ground. Protective PVC Gumboots are comfortable, flexible, and complete with safety requirements. They are constructed in such a way that provides long-wearing durability. The fine material used gives the gumboots high quality design and look. SKU: JGP. Unit: Pair.","in stock","new","38.00 AED","https://www.xpertonecreative.com/products/vaultex-rain-boot-without-toe-plate-white-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/JGP/1789064830763-JGP.png","Xpertone Creative","Safety Shoes > Safety Gumboots & Rain Boots","Safety Shoes","Safety Gumboots & Rain Boots","Pair"
"PKN","Vaultex, Rain Boots without Toe & Plate, Black Color","Vaultex Protective Gumboots guard your feet against being utilized in the stormy season. These rainy boots can be used in sloppy entranceways and streams and they keep your feet naturally clean. The high-quality PVC and oil-resistant energy absorbing heels give extreme comfort to the wearer. SKU: PKN. Unit: Pair.","in stock","new","25.00 AED","https://www.xpertonecreative.com/products/vaultex-rain-boots-without-toe-plate-black-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/PKN/1789064845086-PKN.png","Xpertone Creative","Safety Shoes > Safety Gumboots & Rain Boots","Safety Shoes","Safety Gumboots & Rain Boots","Pair"
"SKNS","Vaultex, S1P Breathable Leather High Ankle Protective Footwear with Reflective","The SKNS from Vaultex manufactured with the S1P standard is a high ankle executive safety shoe. The shoes are made up of Genuine Breathable Leather crafted with a Cool Comfort Technique. The Steel Mid Sole & Steel Toe cap protects against impact, while the energy absorbing heel helps absorb force from falling objects or objects getting dropped on you. In addition, SKINS shoes have a PU Sole with Padded Insole, Shock Absorbent & Energy Absorbing Heels featuring Oil-Resistant, slip resistance, and anti-static to avoid accidents at work or home. SKU: SKNS. Unit: Pair.","in stock","new","80.00 AED","https://www.xpertonecreative.com/products/vaultex-s1p-breathable-leather-high-ankle-protective-footwear-with-reflective-2/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/SKNS/1789064860566-SKNS.png","Xpertone Creative","Safety Shoes > High-Ankle Safety Boots","Safety Shoes","High-Ankle Safety Boots","Pair"
"PRI","Vaultex, S1P Breathable Leather High Ankle Protective Footwear with Reflective","The PRI from Vaultex manufactured with the S1P standard is an ankle safety shoe. These Safety Shoes have a Genuine Breathable leather upper design with a Cool Comfort Technique that gives excellent breathability for your feet. To fully protect your feet against shock and vibration from heavy loads, there is a PU Sole with Padded Insole, Steel Toe Cap & Steel Mid-Sole. It features shock-absorbent and energy absorbing heels, oil-resistant, anti-slip, and anti-static properties. PRI offers a 6 months warranty against all manufacturing defects. SKU: PRI. Unit: Pair.","in stock","new","69.00 AED","https://www.xpertonecreative.com/products/vaultex-s1p-breathable-leather-high-ankle-protective-footwear-with-reflective/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/PRI/1789064928309-PRI.png","Xpertone Creative","Safety Shoes > High-Ankle Safety Boots","Safety Shoes","High-Ankle Safety Boots","Pair"
"VE12","Vaultex, S1P Safety Shoes, Part No: M012","The Safety Clog VE 12 from Vaultex with S3 Standard is water-resistant, Microfiber leather shoes for comfort and long wearability. It comes with a Steel Toe, Mid Plate & Energy Absorbing Heels & resistant to certain types of oils & acids. It features a PU sole with a Padded Insole to enhance foot protection. Vaultex offers a 6 months warranty against manufacturing defects in the VE 12 shoes. SKU: VE12. Unit: Pair.","in stock","new","75.00 AED","https://www.xpertonecreative.com/products/vaultex-s3-safety-shoes-part-no-m012/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/VE12/1789064895669-VE12.png","Xpertone Creative","Safety Shoes > Low-Ankle Safety Shoes","Safety Shoes","Low-Ankle Safety Shoes","Pair"
"MFC","Vaultex, S1PL SR High Ankle Protective Footwear with Reflective","Safety Shoes supplied by Xpertone Creative in Dubai and across the UAE. SKU: MFC. Unit: Pair.","in stock","new","93.00 AED","https://www.xpertonecreative.com/products/vaultex-s1pl-sr-high-ankle-protective-footwear-with-reflective/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/MFC/1789064943353-MFC.png","Xpertone Creative","Safety Shoes > High-Ankle Safety Boots","Safety Shoes","High-Ankle Safety Boots","Pair"
"VI8","Vaultex, S3 Executive Safety Shoes","Safety Shoes supplied by Xpertone Creative in Dubai and across the UAE. SKU: VI8. Unit: Pair.","in stock","new","60.00 AED","https://www.xpertonecreative.com/products/vaultex-s3-executive-safety-shoes/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/VI8/1789065427690-VI8.png","Xpertone Creative","Safety Shoes > Executive & Slip-On Safety Shoes","Safety Shoes","Executive & Slip-On Safety Shoes","Pair"
"VE7","Vaultex, S3 Executive Safety Shoes with Lace","Safety Shoes supplied by Xpertone Creative in Dubai and across the UAE. SKU: VE7. Unit: Pair.","in stock","new","74.00 AED","https://www.xpertonecreative.com/products/vaultex-s3-executive-safety-shoes-with-lace/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/VE7/1789064960034-VE7.png","Xpertone Creative","Safety Shoes > Executive & Slip-On Safety Shoes","Safety Shoes","Executive & Slip-On Safety Shoes","Pair"
"VE5","Vaultex, S3 Executive Safety Shoes without Lace, Part No: M05","The VE5 from Vaultex manufactured with S3 is an executive safety shoe. It is designed with water-Resistant Upper & high-quality Microfiber Leather to keep your feet safe and comfortable. Theyre crafted with heat-absorbing heels, steel mid plate & toe cap reinforcement for added durability. The VE13 safety shoes have a padded insole with slip-resistant, water-resistant, oil & acid resistant. Vaultex offers a 6 months warranty against manufacturing defects. SKU: VE5. Unit: Pair.","in stock","new","74.00 AED","https://www.xpertonecreative.com/products/vaultex-s3-executive-safety-shoes-without-lace-part-no-m05/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/VE5/1789064975557-VE5.png","Xpertone Creative","Safety Shoes > Executive & Slip-On Safety Shoes","Safety Shoes","Executive & Slip-On Safety Shoes","Pair"
"VE3","Vaultex, S3 Executive Safety Shoes, Part No: M03","The VE3 from Vaultex manufactured with S3 is executive safety shoes with Water-Resistant Upper & high-quality Microfiber Leather for long-lasting durability. It comes with oil, acid, and temperature-resistant features. VE3 is designed with Steel Toe, Mid Plate & Energy Absorbing Heels to provide the ultimate in protection and comfort, whether you're working indoors or outdoors. Vaultex offers a 6 months warranty against manufacturing defects in the VE3 shoes. SKU: VE3. Unit: Pair.","in stock","new","74.00 AED","https://www.xpertonecreative.com/products/vaultex-s3-executive-safety-shoes-part-no-m03/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/VE3/1789064986984-VE3.png","Xpertone Creative","Safety Shoes > Executive & Slip-On Safety Shoes","Safety Shoes","Executive & Slip-On Safety Shoes","Pair"
"VE1","Vaultex, S3 Non-Metal Executive Safety Shoes without Lace","Safety Shoes supplied by Xpertone Creative in Dubai and across the UAE. SKU: VE1. Unit: Pair.","in stock","new","74.00 AED","https://www.xpertonecreative.com/products/vaultex-s3-non-metal-executive-safety-shoes-without-lace/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/VE1/1789065001350-VE1.png","Xpertone Creative","Safety Shoes > Executive & Slip-On Safety Shoes","Safety Shoes","Executive & Slip-On Safety Shoes","Pair"
"SGB","Vaultex, S3 SRA Breathable Leather High Ankle Safety Shoes","The High Ankle SGB from Vaultex with S3 Standard is designed to reduce the impact of a fall and increase your safety. It comprises a high-density, Molded PU sole with deep cleats, which provides sufficient traction on various surfaces. Vaultex has incorporated all the necessary safety features such as Breathable leather, highly flexible & extra strong for comfort, slip-resistant, resistant to certain types of oils/chemicals that can withstand high temperature & low abrasion for extra life. SGB is best suited for professionals working in Oil, Gas, Engineering, Construction & Manufacturing Industries. Vaultex provides a 6 months warranty against manufacturing defects in the shoes. SKU: SGB. Unit: Pair.","in stock","new","90.00 AED","https://www.xpertonecreative.com/products/vaultex-s3-sra-breathable-leather-high-ankle-safety-shoes-1/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/SGB/1789065011566-SGB.png","Xpertone Creative","Safety Shoes > High-Ankle Safety Boots","Safety Shoes","High-Ankle Safety Boots","Pair"
